Project,Class,Release,nAuth,ChangeSetSize,LinesOfComment,LOC,maxChangeSetSize,nCommits,nFixCommits,Age,LOCadded,maxLOCadded,Buggy
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/ForeignKeyAction.java,11,1,0,2,32,1191,1,0,15,0,0,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/Index.java,11,1,0,2,40,1191,1,0,15,0,0,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/IsolationLevel.java,11,1,0,2,62,1191,1,0,15,0,0,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/JDBCFetchPlan.java,11,1,0,33,193,1191,1,0,15,0,0,Yes
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/JDBCFetchPlanImpl.java,11,2,0,3,241,1191,2,0,15,2,2,Yes
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/JDBCPersistenceProductDerivation.java,11,1,0,3,90,1191,1,0,15,0,0,Yes
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/JoinSyntax.java,11,2,0,2,50,1191,2,0,15,1,1,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/KeyClassCriteria.java,11,2,0,2,36,1191,2,1,15,39,39,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/KeyColumn.java,11,2,0,2,43,1191,2,1,15,54,54,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/KeyColumns.java,11,2,0,2,36,1191,2,1,15,39,39,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/KeyEmbeddedMapping.java,11,2,0,2,39,1191,2,1,15,45,45,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/KeyForeignKey.java,11,2,0,2,39,1191,2,1,15,46,46,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/KeyIndex.java,11,2,0,2,37,1191,2,1,15,42,42,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/KeyJoinColumn.java,11,2,0,2,42,1191,2,1,15,52,52,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/KeyJoinColumns.java,11,2,0,2,36,1191,2,1,15,39,39,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/KeyNonpolymorphic.java,11,2,0,2,35,1191,2,1,15,38,38,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/KeyStrategy.java,11,2,0,2,35,1191,2,1,15,38,38,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/LRSSizeAlgorithm.java,11,2,0,2,50,1191,2,0,15,1,1,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/MappingOverride.java,11,1,0,2,40,1191,1,0,15,0,0,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/MappingOverrides.java,11,1,0,2,35,1191,1,0,15,0,0,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/MappingTag.java,11,2,0,7,107,1191,2,0,15,2,2,Yes
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/Nonpolymorphic.java,11,1,0,2,36,1191,1,0,15,0,0,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/NonpolymorphicType.java,11,2,0,2,31,1191,2,0,15,1,1,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/OrderColumn.java,11,1,0,2,41,1191,1,0,15,0,0,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/PersistenceMappingDefaults.java,11,2,0,21,195,1191,4,0,15,33,19,Yes
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/PersistenceMappingFactory.java,11,1,0,6,71,1191,1,0,15,0,0,Yes
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/ResultSetType.java,11,2,0,2,50,1191,2,0,15,1,1,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/Strategy.java,11,1,0,2,35,1191,1,0,15,0,0,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/SubclassFetchMode.java,11,1,0,2,35,1191,1,0,15,0,0,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/Unique.java,11,1,0,2,39,1191,1,0,15,0,0,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/VersionColumn.java,11,1,0,2,43,1191,1,0,15,0,0,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/VersionColumns.java,11,1,0,2,35,1191,1,0,15,0,0,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/VersionStrategy.java,11,1,0,2,35,1191,1,0,15,0,0,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XEmbeddedMapping.java,11,2,0,2,39,1191,2,1,15,45,45,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XJoinColumn.java,11,1,0,2,44,1191,1,0,15,0,0,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XJoinColumns.java,11,1,0,2,36,1191,1,0,15,0,0,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XMLPersistenceMappingParser.java,11,2,0,62,1101,1191,3,0,15,54,54,Yes
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XMLPersistenceMappingSerializer.java,11,2,0,29,679,1191,3,0,15,4,4,Yes
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XMappingOverride.java,11,2,0,2,42,1191,2,1,15,52,52,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XMappingOverrides.java,11,2,0,2,34,1191,2,1,15,37,37,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XSecondaryTable.java,11,1,0,2,42,1191,1,0,15,0,0,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XSecondaryTables.java,11,1,0,2,35,1191,1,0,15,0,0,No
openjpa,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XTable.java,11,1,0,2,40,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AnnotationBuilder.java,11,2,0,3,173,1191,3,0,15,3,2,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AnnotationPersistenceMetaDataParser.java,11,4,0,115,1719,1191,9,0,15,144,61,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AnnotationPersistenceMetaDataSerializer.java,11,2,0,85,1359,1191,4,0,15,15,10,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AnnotationPersistenceXMLMetaDataParser.java,11,2,0,20,256,1191,2,0,15,1,1,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/ArgumentException.java,11,1,0,2,97,1191,1,0,15,0,0,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AutoClearType.java,11,2,0,2,48,1191,2,1,15,56,56,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AutoDetachType.java,11,2,0,2,56,1191,2,1,15,63,63,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/CallbackMode.java,11,2,0,2,59,1191,2,1,15,66,66,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/ConnectionRetainMode.java,11,2,0,2,51,1191,2,1,15,60,60,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/DataCache.java,11,1,0,2,37,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/DataStoreId.java,11,1,0,2,37,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/Dependent.java,11,1,0,2,36,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/DetachStateType.java,11,2,0,2,51,1191,2,1,15,60,60,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/DetachedState.java,11,1,0,2,37,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/ElementDependent.java,11,1,0,2,36,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/ElementType.java,11,1,0,2,37,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityExistsException.java,11,1,0,2,93,1191,1,0,15,0,0,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityManagerFactoryImpl.java,11,2,0,12,329,1191,5,0,15,30,11,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityManagerFactoryValue.java,11,1,0,4,58,1191,1,0,15,0,0,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityManagerImpl.java,11,4,0,46,1310,1191,12,1,15,1786,1671,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityNotFoundException.java,11,1,0,2,93,1191,1,0,15,0,0,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/Extent.java,11,1,0,11,67,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/ExtentImpl.java,11,1,0,4,100,1191,1,0,15,0,0,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/ExternalValues.java,11,1,0,2,38,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/Externalizer.java,11,1,0,2,37,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/Factory.java,11,1,0,2,37,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/FetchAttribute.java,11,1,0,4,41,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/FetchGroup.java,11,1,0,6,50,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/FetchGroups.java,11,1,0,2,35,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/FetchPlan.java,11,2,0,56,316,1191,2,0,15,27,27,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/FetchPlanHintHandler.java,11,1,0,15,174,5,1,0,15,2,2,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/FetchPlanImpl.java,11,2,0,5,252,1191,3,0,15,24,19,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/Generator.java,11,1,0,7,55,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/GeneratorImpl.java,11,1,0,4,75,1191,1,0,15,0,0,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/HintHandler.java,11,4,0,14,283,1191,5,1,15,487,382,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/InvalidStateException.java,11,1,0,2,98,1191,1,0,15,0,0,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/InverseLogical.java,11,1,0,2,36,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/JPAFacadeHelper.java,11,2,0,19,286,1191,3,1,15,321,319,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/KeyDependent.java,11,1,0,2,36,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/KeyType.java,11,1,0,2,37,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/LRS.java,11,1,0,2,36,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/LoadFetchGroup.java,11,1,0,2,36,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/LockTimeoutException.java,11,1,0,2,93,1191,1,0,15,0,0,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/ManagedInterface.java,11,1,0,2,39,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/MetaDataParsers.java,11,1,0,4,91,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/MetaDataTag.java,11,2,0,8,80,1191,2,0,15,1,1,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/MixedLockLevelsHelper.java,11,2,0,4,70,11,3,0,15,22,12,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/NoResultException.java,11,1,0,2,93,1191,1,0,15,0,0,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/NonUniqueResultException.java,11,1,0,2,93,1191,1,0,15,0,0,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OpenJPAEntityManager.java,11,2,0,193,937,1191,3,0,15,20,12,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OpenJPAEntityManagerFactory.java,11,2,0,18,112,1191,2,0,15,8,8,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OpenJPAEntityManagerFactorySPI.java,11,2,0,6,61,1191,2,1,15,71,71,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OpenJPAEntityManagerSPI.java,11,2,0,18,103,1191,2,1,15,126,126,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OpenJPAEntityTransaction.java,11,2,0,6,65,1191,2,1,15,71,71,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OpenJPAPersistence.java,11,2,0,27,289,1191,2,0,15,2,2,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OpenJPAQuery.java,11,1,0,37,211,1191,2,0,15,2,2,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OpenJPAQuerySPI.java,11,2,0,5,40,1191,2,1,15,46,46,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OptimisticLockException.java,11,1,0,2,93,1191,1,0,15,0,0,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceException.java,11,1,0,2,92,1191,1,0,15,0,0,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceExceptions.java,11,2,0,18,317,1191,2,0,15,21,21,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceListenerAdapter.java,11,1,0,2,102,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceMetaDataDefaults.java,11,2,0,40,739,1191,8,0,15,626,447,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceMetaDataFactory.java,11,2,0,32,493,1191,3,0,15,43,28,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceProductDerivation.java,11,3,0,66,745,1191,11,0,15,243,79,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceProviderImpl.java,11,2,0,15,215,1191,4,0,15,39,16,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceStrategy.java,11,1,0,8,38,1191,1,0,15,0,0,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceUnitInfoImpl.java,11,3,0,28,451,1191,4,0,15,51,27,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/Persistent.java,11,1,0,2,42,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistentCollection.java,11,1,0,2,44,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistentMap.java,11,1,0,2,44,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PessimisticLockException.java,11,1,0,2,93,1191,1,0,15,0,0,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/QueryImpl.java,11,2,0,26,667,1191,4,0,15,103,53,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/QueryOperationType.java,11,2,0,2,50,1191,2,1,15,59,59,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/QueryResultCache.java,11,1,0,8,55,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/QueryResultCacheImpl.java,11,1,0,5,89,1191,2,0,15,1,1,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/QueryTimeoutException.java,11,1,0,2,93,1191,1,0,15,0,0,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/ReadOnly.java,11,1,0,2,36,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/Replicated.java,11,2,0,2,40,1191,2,1,15,44,44,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/RestoreStateType.java,11,2,0,2,51,1191,2,1,15,60,60,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/ResultItemImpl.java,11,1,0,2,46,17,1,0,15,3,3,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/RollbackException.java,11,1,0,2,83,1191,1,0,15,0,0,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/StoreCache.java,11,1,0,17,97,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/StoreCacheImpl.java,11,1,0,7,142,1191,1,0,15,0,0,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/TransactionRequiredException.java,11,1,0,2,98,1191,1,0,15,0,0,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/Type.java,11,1,0,2,37,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/UpdateAction.java,11,1,0,2,30,1191,1,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/XMLPersistenceMetaDataParser.java,11,4,0,107,1721,1191,8,0,15,191,104,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/XMLPersistenceMetaDataSerializer.java,11,3,0,81,1340,1191,3,0,15,12,9,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/CriteriaBuilder.java,11,2,0,2,525,17,3,0,15,4,2,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/CriteriaQueryImpl.java,11,2,0,29,349,17,7,0,15,277,106,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/ExpressionImpl.java,11,2,0,4,84,7,2,0,15,23,18,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/Expressions.java,11,2,0,16,859,17,9,0,15,490,140,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/FromImpl.java,11,1,0,26,206,17,1,0,15,70,70,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/Joins.java,11,0,0,11,235,0,0,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/OrderImpl.java,11,1,0,2,50,2,1,0,15,4,4,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/ParameterImpl.java,11,1,0,3,82,7,1,0,15,43,43,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/PathImpl.java,11,2,0,8,136,17,5,0,15,99,73,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/PredicateImpl.java,11,2,0,1,112,7,2,0,15,19,12,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/RootImpl.java,11,1,0,4,68,17,1,0,15,36,36,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/SelectionImpl.java,11,2,0,2,60,17,2,0,15,33,32,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/AnnotationProcessor6.java,11,2,0,9,327,17,9,0,15,389,227,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/CompileTimeLogger.java,11,1,0,2,77,10,1,0,15,21,21,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/Members.java,11,1,0,9,207,17,1,0,15,16,16,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/MetadataProcessor.java,11,0,0,6,58,0,0,0,15,0,0,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/MetamodelImpl.java,11,1,0,5,280,17,3,0,15,124,120,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/SourceAnnotationHandler.java,11,1,0,46,633,17,4,0,15,58,45,Yes
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/Types.java,11,1,0,14,438,17,1,0,15,32,32,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/AbsExpression.java,11,2,0,2,30,1191,2,1,15,31,31,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/AbstractDomainObject.java,11,3,0,17,262,1191,4,1,15,328,324,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/AbstractPath.java,11,3,0,11,109,1191,4,1,15,141,132,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/AbstractVisitable.java,11,2,0,2,45,1191,3,1,15,55,51,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/Aggregate.java,11,1,0,3,29,264,1,1,15,30,30,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/AliasContext.java,11,3,0,4,75,1191,4,1,15,87,85,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/AllExpression.java,11,3,0,2,30,1191,3,1,15,31,31,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/AndPredicate.java,11,3,0,2,31,1191,3,1,15,33,33,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/AnyExpression.java,11,3,0,2,30,1191,3,1,15,31,31,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/ArrayExpression.java,11,2,0,2,49,1191,3,1,15,57,54,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/AverageExpression.java,11,2,0,2,30,1191,2,1,15,31,31,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/BetweenExpression.java,11,3,0,2,31,1191,3,1,15,32,32,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/BinaryConditionalOperator.java,11,2,0,2,51,1191,2,1,15,55,55,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/BinaryExpressionPredicate.java,11,3,0,2,71,1191,5,1,15,84,74,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/BinaryFunctionalOperator.java,11,2,0,2,44,1191,2,1,15,48,48,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/BinaryOperatorExpression.java,11,3,0,2,56,1191,4,1,15,65,64,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/CaseExpression.java,11,1,0,24,276,264,2,1,15,318,299,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/CaseExpressionImpl.java,11,3,0,1,171,1191,4,1,15,208,206,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/ConcatExpression.java,11,2,0,2,30,1191,2,1,15,32,32,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/ConditionalOperator.java,11,2,0,2,30,1191,2,1,15,31,31,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/ConstantExpression.java,11,2,0,2,40,1191,2,1,15,45,45,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/CountExpression.java,11,3,0,2,30,1191,3,1,15,31,31,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/CurrentTimeExpression.java,11,2,0,2,50,1191,3,1,15,57,56,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/DistinctExpression.java,11,3,0,2,30,1191,3,1,15,33,33,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/DividedByExpression.java,11,3,0,2,30,1191,3,1,15,31,31,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/DomainObject.java,11,1,0,10,119,264,2,1,15,132,123,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/ElseExpression.java,11,3,0,2,45,1191,3,1,15,49,49,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/EntryExpression.java,11,2,0,2,30,1191,2,1,15,31,31,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/EqualExpression.java,11,3,0,2,33,1191,3,1,15,39,35,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/ExistsExpression.java,11,2,0,2,31,1191,2,1,15,33,33,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/Expression.java,11,1,0,49,480,264,3,1,15,540,523,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/ExpressionImpl.java,11,3,0,5,358,1191,4,1,15,506,463,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/FetchJoinObject.java,11,1,0,2,24,264,1,1,15,26,26,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/FetchPath.java,11,3,0,2,40,1191,4,1,15,45,44,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/GreaterEqualExpression.java,11,3,0,2,33,1191,3,1,15,39,35,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/GreaterThanExpression.java,11,3,0,2,31,1191,4,1,15,34,32,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/InExpression.java,11,3,0,2,35,1191,3,1,15,55,37,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/IndexExpression.java,11,3,0,2,30,1191,3,1,15,32,32,No
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/IsEmptyExpression.java,11,3,0,1,29,1191,3,1,15,49,31,No
